source_prefix	target_prefix	source_size	target_size	absolute_overlap	normalized_overlap
aism	efo	553	15540	436	0.78843
rs	xao	5020	1720	1356	0.78837
maxo	symp	1387	897	706	0.78707
fbcv	mmo	1132	695	547	0.78705
cl	cmpo	2659	399	314	0.78697
cmpo	taxrank	399	61	48	0.78689
maxo	pw	1387	2600	1091	0.78659
chmo	obi	2908	3735	2287	0.78645
apo	eco	309	2007	243	0.78641
agro	ecocore	772	182	143	0.78571
planp	rxno	673	653	513	0.7856
cmo	maxo	3025	1387	1089	0.78515
hp	spd	16614	757	594	0.78468
amphx	hom	399	65	51	0.78462
ddanat	ino	130	166	102	0.78462
cmpo	icepo	399	51	40	0.78431
hp	lbo	16614	1108	869	0.7843
hp	rxno	16614	653	512	0.78407
cmpo	psdo	399	74	58	0.78378
fbcv	psdo	1132	74	58	0.78378
dermo	fbcv	3401	1132	887	0.78357
apo	poro	309	607	242	0.78317
oba	xao	7787	1720	1347	0.78314
cmpo	colao	399	83	65	0.78313
dermo	mondo	3401	22784	2663	0.783
hp	wbls	16614	774	606	0.78295
geno	phipo	221	920	173	0.78281
fbcv	zeco	1132	161	126	0.78261
go	one	43248	69	54	0.78261
hp	one	16614	69	54	0.78261
one	vbo	69	18556	54	0.78261
fbcv	sbo	1132	694	543	0.78242
uberon	vsmo	14351	1902	1488	0.78233
aism	trans	553	32	25	0.78125
go	trans	43248	32	25	0.78125
mmusdv	so	105	2386	82	0.78095
cmo	to	3025	1606	1254	0.78082
maxo	mp	1387	13569	1083	0.78082
hp	mco	16614	839	655	0.78069
clao	obi	1495	3735	1167	0.7806
dermo	to	3401	1606	1253	0.7802
fovt	mp	313	13569	244	0.77955
fbcv	rxno	1132	653	509	0.77948
poro	symp	607	897	473	0.77924
rs	uberon	5020	14351	3911	0.77908
cmo	mondo	3025	22784	2356	0.77884
ma	mondo	3230	22784	2514	0.77833
geno	hp	221	16614	172	0.77828
hp	sbo	16614	694	540	0.7781
cro	eco	81	2007	63	0.77778
hp	xco	16614	675	525	0.77778
poro	zfs	607	54	42	0.77778
hog	obi	1176	3735	914	0.77721
ino	uberon	166	14351	129	0.77711
ino	vbo	166	18556	129	0.77711
bspo	oarcs	139	307	108	0.77698
bspo	uberon	139	14351	108	0.77698
hp	mmo	16614	695	540	0.77698
cdao	ddanat	131	130	101	0.77692
chmo	mondo	2908	22784	2258	0.77648
fbcv	xco	1132	675	524	0.7763
gecko	vto	67	107005	52	0.77612
nbo	so	928	2386	720	0.77586
hp	lpt	16614	481	373	0.77547
omit	so	89	2386	69	0.77528
cryoem	vt	111	3677	86	0.77477
aism	oba	553	7787	428	0.77396
hp	phipo	16614	920	712	0.77391
obi	vbo	3735	18556	2890	0.77376
maxo	wbphenotype	1387	2633	1073	0.77361
hp	nomen	16614	260	201	0.77308
mondo	vsmo	22784	1902	1470	0.77287
hp	poro	16614	607	469	0.77265
nbo	zfa	928	3079	717	0.77263
cvdo	hp	290	16614	224	0.77241
clao	maxo	1495	1387	1071	0.77217
cl	phipo	2659	920	710	0.77174
bfo	cmpo	35	399	27	0.77143
bfo	vt	35	3677	27	0.77143
fbcv	wbls	1132	774	597	0.77132
colao	phipo	83	920	64	0.77108
dermo	obi	3401	3735	2622	0.77095
psdo	vsmo	74	1902	57	0.77027
ddpheno	fovt	961	313	241	0.76997
bspo	planp	139	673	107	0.76978
hp	planp	16614	673	518	0.76969
mondo	wbphenotype	22784	2633	2026	0.76946
cmo	uberon	3025	14351	2327	0.76926
cmpo	hom	399	65	50	0.76923
hom	nomen	65	260	50	0.76923
obi	phipo	3735	920	707	0.76848
dermo	uberon	3401	14351	2613	0.7683
cteno	planp	151	673	116	0.76821
mpath	ncbitaxon	841	2438855	646	0.76813
mondo	pw	22784	2600	1997	0.76808
pato	uberon	1875	14351	1440	0.768
lpt	vbo	481	18556	369	0.76715
hao	mondo	2465	22784	1891	0.76714
ncro	vsmo	2543	1902	1458	0.76656
bto	mp	6511	13569	4986	0.76578
cro	ogms	81	117	62	0.76543
cro	planp	81	673	62	0.76543
cro	vt	81	3677	62	0.76543
hsapdv	vto	243	107005	186	0.76543
eco	lepao	2007	132	101	0.76515
icepo	so	51	2386	39	0.76471
mro	uberon	51242	14351	10957	0.7635
cdao	eco	131	2007	100	0.76336
cdao	planp	131	673	100	0.76336
mondo	pato	22784	1875	1431	0.7632
chmo	uberon	2908	14351	2218	0.76272
maxo	oarcs	1387	307	234	0.76221
oarcs	poro	307	607	234	0.76221
hp	vto	16614	107005	12661	0.76207
mmusdv	vt	105	3677	80	0.7619
mondo	pdumdv	22784	21	16	0.7619
apo	gecko	309	67	51	0.76119
gecko	vt	67	3677	51	0.76119
fypo	pato	7674	1875	1427	0.76107
mp	phipo	13569	920	700	0.76087
ogms	uberon	117	14351	89	0.76068
hp	maxo	16614	1387	1055	0.76063
exo	plana	150	646	114	0.76
exo	planp	150	673	114	0.76
cmpo	hp	399	16614	303	0.7594
vbo	vto	18556	107005	14086	0.75911
colao	so	83	2386	63	0.75904
bto	uberon	6511	14351	4941	0.75887
dermo	maxo	3401	1387	1052	0.75847
ma	uberon	3230	14351	2447	0.75759
lepao	planp	132	673	100	0.75758
hsapdv	maxo	243	1387	184	0.7572
mop	uberon	3582	14351	2712	0.75712
cryoem	nomen	111	260	84	0.75676
mp	psdo	13569	74	56	0.75676
planp	psdo	673	74	56	0.75676
cl	mro	2659	51242	2010	0.75592
mp	to	13569	1606	1214	0.75592
cdao	vt	131	3677	99	0.75573
geno	obi	221	3735	167	0.75566
cl	zp	2659	36602	2008	0.75517
hao	maxo	2465	1387	1047	0.75487
lpt	vto	481	107005	363	0.75468
nomen	taxrank	260	61	46	0.7541
planp	taxrank	673	61	46	0.7541
aism	ddanat	553	130	98	0.75385
ddanat	exo	130	150	98	0.75385
eco	nomen	2007	260	196	0.75385
hom	so	65	2386	49	0.75385
hsapdv	lpt	243	481	183	0.75309
omit	planp	89	673	67	0.75281
omit	po	89	1653	67	0.75281
chmo	to	2908	1606	1209	0.7528
nbo	symp	928	897	675	0.75251
hp	plana	16614	646	486	0.75232
fbcv	mco	1132	839	631	0.75209
efo	scdo	15540	1266	952	0.75197
geno	mp	221	13569	166	0.75113
cl	symp	2659	897	673	0.75028
bspo	lepao	139	132	99	0.75
cmpo	trans	399	32	24	0.75
lepao	vt	132	3677	99	0.75
ncro	trans	2543	32	24	0.75
uberon	wbphenotype	14351	2633	1974	0.74972
cl	oarcs	2659	307	230	0.74919
eco	oarcs	2007	307	230	0.74919
efo	hsapdv	15540	243	182	0.74897
hog	phipo	1176	920	689	0.74891
cteno	phipo	151	920	113	0.74834
cryoem	planp	111	673	83	0.74775
apo	symp	309	897	231	0.74757
ecocore	omrse	182	230	136	0.74725
colao	mco	83	839	62	0.74699
hao	mop	2465	3582	1841	0.74686
exo	phipo	150	920	112	0.74667
exo	vbo	150	18556	112	0.74667
obi	so	3735	2386	1781	0.74644
gecko	mp	67	13569	50	0.74627
gecko	phipo	67	920	50	0.74627
apo	ddanat	309	130	97	0.74615
ddanat	mp	130	13569	97	0.74615
fbcv	oarcs	1132	307	229	0.74593
icepo	nomen	51	260	38	0.7451
icepo	phipo	51	920	38	0.7451
icepo	planp	51	673	38	0.7451
cvdo	mp	290	13569	216	0.74483
olatdv	planp	47	673	35	0.74468
hao	uberon	2465	14351	1835	0.74442
lpt	vt	481	3677	358	0.74428
eco	wbbt	2007	6763	1493	0.7439
lbo	mp	1108	13569	824	0.74368
dermo	mp	3401	13569	2529	0.7436
ogms	planp	117	673	87	0.74359
pw	uberon	2600	14351	1933	0.74346
eco	psdo	2007	74	55	0.74324
go	psdo	43248	74	55	0.74324
ma	plana	3230	646	480	0.74303
amphx	bfo	399	35	26	0.74286
bfo	bspo	35	139	26	0.74286
bfo	cio	35	44	26	0.74286
bfo	clyh	35	257	26	0.74286
bfo	colao	35	83	26	0.74286
bfo	cryoem	35	111	26	0.74286
bfo	fao	35	112	26	0.74286
bfo	icepo	35	51	26	0.74286
bfo	lepao	35	132	26	0.74286
bfo	taxrank	35	61	26	0.74286
bfo	zfs	35	54	26	0.74286
mmusdv	nomen	105	260	78	0.74286
mmusdv	planp	105	673	78	0.74286
rs	wbbt	5020	6763	3725	0.74203
cteno	vbo	151	18556	112	0.74172
cteno	vt	151	3677	112	0.74172
apo	cl	309	2659	229	0.7411
apo	planp	309	673	229	0.7411
fao	phipo	112	920	83	0.74107
ncro	wbphenotype	2543	2633	1884	0.74086
cmpo	zfs	399	54	40	0.74074
cro	nomen	81	260	60	0.74074
cro	omit	81	89	60	0.74074
cdao	fbcv	131	1132	97	0.74046
cdao	mp	131	13569	97	0.74046
cdao	vbo	131	18556	97	0.74046
ddpheno	mmo	961	695	514	0.73957
oarcs	planp	307	673	227	0.73941
oarcs	vsmo	307	1902	227	0.73941
ddpheno	zeco	961	161	119	0.73913
one	wbbt	69	6763	51	0.73913
ncro	pw	2543	2600	1879	0.73889
phipo	planp	920	673	497	0.73848
ddanat	go	130	43248	96	0.73846
hom	phipo	65	920	48	0.73846
phipo	taxrank	920	61	45	0.7377
so	taxrank	2386	61	45	0.7377
hp	nbo	16614	928	684	0.73707
fypo	maxo	7674	1387	1022	0.73684
hp	po	16614	1653	1218	0.73684
hsapdv	planp	243	673	179	0.73663
hsapdv	poro	243	607	179	0.73663
fbcv	poro	1132	607	447	0.73641
cl	vbo	2659	18556	1958	0.73637
mondo	xao	22784	1720	1266	0.73605
mp	ncro	13569	2543	1871	0.73575
cl	flopo	2659	23226	1956	0.73561
ogms	vto	117	107005	86	0.73504
ddpheno	sbo	961	694	510	0.73487
lepao	nomen	132	260	97	0.73485
clao	hp	1495	16614	1098	0.73445
cmpo	planp	399	673	293	0.73434
mondo	so	22784	2386	1752	0.73428
lpt	mp	481	13569	353	0.73389
planp	zeco	673	161	118	0.73292
bto	wbbt	6511	6763	4771	0.73276
ddpheno	mondo	961	22784	704	0.73257
dermo	plana	3401	646	473	0.7322
vto	zfa	107005	3079	2251	0.73108
ddanat	hsapdv	130	243	95	0.73077
ddpheno	rxno	961	653	477	0.73047
ma	mp	3230	13569	2358	0.73003
psdo	vbo	74	18556	54	0.72973
chmo	hp	2908	16614	2122	0.72971
hog	mco	1176	839	612	0.72944
go	ncro	43248	2543	1854	0.72906
hog	hp	1176	16614	857	0.72874
cteno	fbcv	151	1132	110	0.72848
cteno	vto	151	107005	110	0.72848
ddpheno	xco	961	675	491	0.72741
hp	wbphenotype	16614	2633	1915	0.72731
cio	mp	44	13569	32	0.72727
eco	efo	2007	15540	1459	0.72696
hp	ma	16614	3230	2348	0.72693
bspo	lpt	139	481	101	0.72662
bspo	vbo	139	18556	101	0.72662
hog	planp	1176	673	489	0.7266
mp	ogms	13569	117	85	0.7265
ogms	phipo	117	920	85	0.7265
icepo	mp	51	13569	37	0.72549
icepo	vto	51	107005	37	0.72549
go	peco	43248	550	399	0.72545
hp	pw	16614	2600	1886	0.72538
mp	nbo	13569	928	673	0.72522
apo	fbcv	309	1132	224	0.72492
mop	pw	3582	2600	1884	0.72462
hao	hp	2465	16614	1786	0.72454
mp	spd	13569	757	548	0.72391
obi	rs	3735	5020	2703	0.72369
obi	zp	3735	36602	2703	0.72369
mco	mp	839	13569	607	0.72348
cl	olatdv	2659	47	34	0.7234
eco	olatdv	2007	47	34	0.7234
go	olatdv	43248	47	34	0.7234
mp	olatdv	13569	47	34	0.7234
fao	mp	112	13569	81	0.72321
fao	obi	112	3735	81	0.72321
oarcs	vto	307	107005	222	0.72313
apo	nomen	309	260	188	0.72308
clao	mp	1495	13569	1081	0.72308
ddanat	vbo	130	18556	94	0.72308
hom	mco	65	839	47	0.72308
bto	obi	6511	3735	2700	0.72289
colao	planp	83	673	60	0.72289
ino	plana	166	646	120	0.72289
ino	planp	166	673	120	0.72289
mop	wbphenotype	3582	2633	1903	0.72275
cmo	hp	3025	16614	2186	0.72264
hp	vsmo	16614	1902	1374	0.7224
so	zfs	2386	54	39	0.72222
cteno	mp	151	13569	109	0.72185
maxo	so	1387	2386	1001	0.7217
mp	plana	13569	646	466	0.72136
mco	phipo	839	920	605	0.7211
mro	obi	51242	3735	2693	0.72102
hao	ncro	2465	2543	1777	0.72089
cryoem	mp	111	13569	80	0.72072
cryoem	ogms	111	117	80	0.72072
fbcv	hsapdv	1132	243	175	0.72016
hsapdv	vsmo	243	1902	175	0.72016
uberon	wbbt	14351	6763	4870	0.72009
exo	fbcv	150	1132	108	0.72
exo	mp	150	13569	108	0.72
exo	vt	150	3677	108	0.72
ncro	pato	2543	1875	1350	0.72
mp	poro	13569	607	437	0.71993
fbcv	lepao	1132	132	95	0.7197
lepao	mp	132	13569	95	0.7197
pato	so	1875	2386	1349	0.71947
apo	bspo	309	139	100	0.71942
omit	phipo	89	920	64	0.7191
maxo	mondo	1387	22784	997	0.71882
maxo	nbo	1387	928	667	0.71875
mp	trans	13569	32	23	0.71875
nomen	trans	260	32	23	0.71875
dermo	hp	3401	16614	2442	0.71802
ddpheno	hp	961	16614	690	0.718
cdao	nomen	131	260	94	0.71756
cdao	phipo	131	920	94	0.71756
eco	ino	2007	166	119	0.71687
fbcv	ino	1132	166	119	0.71687
hog	mp	1176	13569	843	0.71684
gecko	uberon	67	14351	48	0.71642
cro	fbcv	81	1132	58	0.71605
cro	vbo	81	18556	58	0.71605
eco	hsapdv	2007	243	174	0.71605
hog	spd	1176	757	542	0.71598
hog	wbls	1176	774	554	0.71576
cteno	eco	151	2007	108	0.71523
mondo	plana	22784	646	462	0.71517
phipo	spd	920	757	541	0.71466
aro	bfo	6610	35	25	0.71429
bfo	cdao	35	131	25	0.71429
bfo	ddanat	35	130	25	0.71429
bfo	ogms	35	117	25	0.71429
go	pdumdv	43248	21	15	0.71429
mmusdv	ogms	105	117	75	0.71429
mp	pdumdv	13569	21	15	0.71429
obi	pdumdv	3735	21	15	0.71429
pdumdv	uberon	21	14351	15	0.71429
uberon	xao	14351	1720	1227	0.71337
cl	nbo	2659	928	662	0.71336
mp	wbls	13569	774	552	0.71318
hog	lbo	1176	1108	790	0.713
eco	fovt	2007	313	223	0.71246
bspo	cmpo	139	399	99	0.71223
hp	ncro	16614	2543	1811	0.71215
cmo	mp	3025	13569	2154	0.71207
mp	sbo	13569	694	494	0.71182
hog	mondo	1176	22784	837	0.71173
dermo	wbbt	3401	6763	2419	0.71126
fbcv	hp	1132	16614	805	0.71113
ino	vto	166	107005	118	0.71084
mp	rxno	13569	653	464	0.71057
mp	planp	13569	673	478	0.71025
bspo	cdao	139	131	93	0.70992
cdao	vto	131	107005	93	0.70992
mp	xco	13569	675	479	0.70963
mmo	mp	695	13569	493	0.70935
edam.data	ncbitaxon	1140	2438855	808	0.70877
apo	vto	309	107005	219	0.70874
fbcv	mp	1132	13569	802	0.70848
chmo	mp	2908	13569	2060	0.70839
symp	zeco	897	161	114	0.70807
mp	omit	13569	89	63	0.70787
bspo	ddanat	139	130	92	0.70769
hom	mp	65	13569	46	0.70769
fypo	uberon	7674	14351	5429	0.70745
efo	oarcs	15540	307	217	0.70684
efo	vt	15540	3677	2599	0.70683
exo	vto	150	107005	106	0.70667
eco	vto	2007	107005	1418	0.70653
hp	vt	16614	3677	2597	0.70628
go	plana	43248	646	456	0.70588
hp	symp	16614	897	633	0.70569
apo	vsmo	309	1902	218	0.7055
vt	vto	3677	107005	2593	0.70519
bspo	mp	139	13569	98	0.70504
bspo	phipo	139	920	98	0.70504
bspo	symp	139	897	98	0.70504
ino	phipo	166	920	117	0.70482
go	mmusdv	43248	105	74	0.70476
mmusdv	mp	105	13569	74	0.70476
cio	go	44	43248	31	0.70455
cio	nomen	44	260	31	0.70455
lepao	vbo	132	18556	93	0.70455
ddpheno	maxo	961	1387	677	0.70447
hog	maxo	1176	1387	828	0.70408
nomen	planp	260	673	183	0.70385
colao	cro	83	81	57	0.7037
nomen	zfs	260	54	38	0.7037
phipo	zfs	920	54	38	0.7037
planp	zfs	673	54	38	0.7037
vto	zfs	107005	54	38	0.7037
maxo	mop	1387	3582	976	0.70368
hp	to	16614	1606	1130	0.70361
oarcs	symp	307	897	216	0.70358
fovt	hog	313	1176	220	0.70288
lbo	obi	1108	3735	778	0.70217
hog	olatdv	1176	47	33	0.70213
flopo	obi	23226	3735	2622	0.70201
cteno	go	151	43248	106	0.70199
vsmo	wbbt	1902	6763	1335	0.70189
cmpo	go	399	43248	280	0.70175
gecko	planp	67	673	47	0.70149
pato	wbbt	1875	6763	1315	0.70133
clao	mondo	1495	22784	1048	0.701
go	ogms	43248	117	82	0.70085
hp	so	16614	2386	1671	0.70034
ddpheno	mp	961	13569	673	0.70031
ddanat	planp	130	673	91	0.7
ddanat	vt	130	3677	91	0.7
eco	exo	2007	150	105	0.7
nomen	symp	260	897	182	0.7
nomen	uberon	260	14351	182	0.7
fovt	maxo	313	1387	219	0.69968
efo	xao	15540	1720	1203	0.69942
cmpo	hog	399	1176	279	0.69925
mp	symp	13569	897	627	0.699
phipo	wbls	920	774	541	0.69897
colao	mp	83	13569	58	0.6988
ino	vt	166	3677	116	0.6988
maxo	vto	1387	107005	969	0.69863
fbbt	rbo	17570	192	134	0.69792
bspo	maxo	139	1387	97	0.69784
bspo	nomen	139	260	97	0.69784
bspo	vt	139	3677	97	0.69784
so	uberon	2386	14351	1664	0.6974
lepao	phipo	132	920	92	0.69697
hog	poro	1176	607	423	0.69687
planp	poro	673	607	423	0.69687
geno	mco	221	839	154	0.69683
cvdo	ddpheno	290	961	202	0.69655
aism	mondo	553	22784	385	0.6962
apo	go	309	43248	215	0.69579
go	lpt	43248	481	334	0.69439
cryoem	phipo	111	920	77	0.69369
exo	go	150	43248	104	0.69333
fovt	vto	313	107005	217	0.69329
vto	wbbt	107005	6763	4688	0.69318
go	ino	43248	166	115	0.69277
peco	vto	550	107005	381	0.69273
eco	ogms	2007	117	81	0.69231
geno	mondo	221	22784	153	0.69231
hom	planp	65	673	45	0.69231
hog	mmo	1176	695	481	0.69209
fbcv	mondo	1132	22784	783	0.6917
aism	hsapdv	553	243	168	0.69136
cro	phipo	81	920	56	0.69136
ddpheno	wbls	961	774	535	0.69121
obi	pato	3735	1875	1295	0.69067
bspo	fbcv	139	1132	96	0.69065
bspo	hsapdv	139	243	96	0.69065
ma	wbbt	3230	6763	2229	0.69009
lepao	vto	132	107005	91	0.68939
psdo	vto	74	107005	51	0.68919
mp	wbphenotype	13569	2633	1814	0.68895
plana	vto	646	107005	445	0.68885
cro	taxrank	81	61	42	0.68852
poro	taxrank	607	61	42	0.68852
taxrank	vto	61	107005	42	0.68852
ddpheno	fao	961	112	77	0.6875
fao	vbo	112	18556	77	0.6875
mop	so	3582	2386	1640	0.68734
hog	sbo	1176	694	477	0.68732
hao	mp	2465	13569	1694	0.68722
cdao	go	131	43248	90	0.68702
dermo	mop	3401	3582	2336	0.68686
amphx	colao	399	83	57	0.68675
ino	maxo	166	1387	114	0.68675
symp	vto	897	107005	616	0.68673
cmpo	ddpheno	399	961	274	0.68672
cmpo	mp	399	13569	274	0.68672
go	icepo	43248	51	35	0.68627
hp	zfa	16614	3079	2113	0.68626
efo	wbbt	15540	6763	4640	0.68609
apo	efo	309	15540	212	0.68608
bfo	omit	35	89	24	0.68571
fbcv	mmusdv	1132	105	72	0.68571
mp	zfa	13569	3079	2111	0.68561
clyh	omit	257	89	61	0.68539
fao	omit	112	89	61	0.68539
agro	fbbt	772	17570	529	0.68523
mp	zfs	13569	54	37	0.68519
go	ma	43248	3230	2212	0.68483
dermo	go	3401	43248	2329	0.6848
aro	cryoem	6610	111	76	0.68468
cryoem	go	111	43248	76	0.68468
ddanat	phipo	130	920	89	0.68462
mp	pw	13569	2600	1780	0.68462
nomen	poro	260	607	178	0.68462
hog	xco	1176	675	462	0.68444
clao	to	1495	1606	1023	0.68428
ogms	vt	117	3677	80	0.68376
fbcv	go	1132	43248	774	0.68375
fovt	hp	313	16614	214	0.68371
aism	bspo	553	139	95	0.68345
bspo	cteno	139	151	95	0.68345
hp	rs	16614	5020	3430	0.68327
hog	rxno	1176	653	446	0.683
omrse	ontoavida	230	670	157	0.68261
mop	vsmo	3582	1902	1297	0.68191
cdno	cio	799	44	30	0.68182
cio	ncro	44	2543	30	0.68182
cio	phipo	44	920	30	0.68182
cio	planp	44	673	30	0.68182
go	lepao	43248	132	90	0.68182
olatdv	vto	47	107005	32	0.68085
cvdo	vto	290	107005	197	0.67931
go	vsmo	43248	1902	1292	0.67928
go	wbbt	43248	6763	4592	0.67899
nbo	vto	928	107005	630	0.67888
fao	ncro	112	2543	76	0.67857
plana	uberon	646	14351	438	0.67802
go	vt	43248	3677	2492	0.67773
fypo	obi	7674	3735	2531	0.67764
fbcv	zfa	1132	3079	767	0.67756
cro	hom	81	65	44	0.67692
ddanat	eco	130	2007	88	0.67692
ddanat	fbcv	130	1132	88	0.67692
hom	vto	65	107005	44	0.67692
phipo	sbo	920	694	469	0.67579
cro	psdo	81	74	50	0.67568
ddpheno	hog	961	1176	649	0.67534
hp	mop	16614	3582	2418	0.67504
chmo	go	2908	43248	1963	0.67503
mmo	phipo	695	920	469	0.67482
fbcv	nbo	1132	928	626	0.67457
ogms	omit	117	89	60	0.67416
cmo	go	3025	43248	2038	0.67372
cmo	wbbt	3025	6763	2038	0.67372
shareloc	sio	95	1572	64	0.67368
cvdo	hog	290	1176	195	0.67241
mp	taxrank	13569	61	41	0.67213
omp	vto	2006	107005	1348	0.67198
cdao	maxo	131	1387	88	0.67176
gecko	maxo	67	1387	45	0.67164
mp	oarcs	13569	307	206	0.67101
eco	zeco	2007	161	108	0.67081
phipo	rxno	920	653	438	0.67075
hog	symp	1176	897	601	0.67001
to	wbphenotype	1606	2633	1076	0.66999
fao	maxo	112	1387	75	0.66964
fao	xao	112	1720	75	0.66964
phipo	xco	920	675	452	0.66963
go	pato	43248	1875	1255	0.66933
obi	wbls	3735	774	518	0.66925
ddanat	maxo	130	1387	87	0.66923
ddpheno	nomen	961	260	174	0.66923
fbcv	nomen	1132	260	174	0.66923
bspo	ino	139	166	93	0.66906
ino	mp	166	13569	111	0.66867
mondo	phipo	22784	920	615	0.66848
uberon	zp	14351	36602	9589	0.66818
cl	maxo	2659	1387	926	0.66763
ma	mop	3230	3582	2154	0.66687
pw	to	2600	1606	1071	0.66687
aro	cro	6610	81	54	0.66667
cro	go	81	43248	54	0.66667
cryoem	fbcv	111	1132	74	0.66667
cryoem	vbo	111	18556	74	0.66667
go	zfs	43248	54	36	0.66667
mp	one	13569	69	46	0.66667
pdumdv	vsmo	21	1902	14	0.66667
go	xao	43248	1720	1145	0.6657
ddpheno	poro	961	607	404	0.66557
geno	symp	221	897	147	0.66516
mp	vsmo	13569	1902	1265	0.66509
efo	mro	15540	51242	10333	0.66493
bto	go	6511	43248	4329	0.66487
go	rs	43248	5020	3337	0.66474
obi	planp	3735	673	447	0.66419
nomen	psdo	260	74	49	0.66216
cvdo	obi	290	3735	192	0.66207
fypo	vto	7674	107005	5078	0.66171
ddpheno	hom	961	65	43	0.66154
efo	zfa	15540	3079	2036	0.66125
ddpheno	oarcs	961	307	203	0.66124
go	oarcs	43248	307	203	0.66124
exo	maxo	150	1387	99	0.66
hp	pato	16614	1875	1237	0.65973
ddpheno	olatdv	961	47	31	0.65957
obi	poro	3735	607	400	0.65898
ddpheno	hsapdv	961	243	160	0.65844
ddpheno	planp	961	673	443	0.65825
ddanat	ogms	130	117	77	0.65812
cryoem	vto	111	107005	73	0.65766
clyh	scdo	257	1266	169	0.65759
vsmo	vto	1902	107005	1250	0.6572
ncro	so	2543	2386	1568	0.65717
aro	mmusdv	6610	105	69	0.65714
bfo	hom	35	65	23	0.65714
bfo	planp	35	673	23	0.65714
mmusdv	phipo	105	920	69	0.65714
mmusdv	vbo	105	18556	69	0.65714
mmusdv	vto	105	107005	69	0.65714
cl	to	2659	1606	1055	0.65691
bto	hp	6511	16614	4276	0.65673
mco	obi	839	3735	551	0.65673
eco	gecko	2007	67	44	0.65672
spd	vto	757	107005	497	0.65654
flopo	uberon	23226	14351	9421	0.65647
fbcv	vto	1132	107005	743	0.65636
phipo	trans	920	32	21	0.65625
planp	trans	673	32	21	0.65625
symp	trans	897	32	21	0.65625
hp	mp	16614	13569	8899	0.65583
go	taxrank	43248	61	40	0.65574
mco	taxrank	839	61	40	0.65574
mop	wbbt	3582	6763	2347	0.65522
bspo	exo	139	150	91	0.65468
aism	hp	553	16614	362	0.65461
cro	mp	81	13569	53	0.65432
go	hsapdv	43248	243	159	0.65432
hsapdv	symp	243	897	159	0.65432
amphx	scdo	399	1266	261	0.65414
obi	spd	3735	757	495	0.6539
ddpheno	exo	961	150	98	0.65333
cl	rs	2659	5020	1737	0.65325
bto	cl	6511	2659	1736	0.65288
pato	vsmo	1875	1902	1223	0.65227
mondo	one	22784	69	45	0.65217
oba	one	7787	69	45	0.65217
one	plana	69	646	45	0.65217
phipo	symp	920	897	585	0.65217
cmo	fbcv	3025	1132	738	0.65194
efo	fao	15540	112	73	0.65179
go	omit	43248	89	58	0.65169
mp	so	13569	2386	1553	0.65088
colao	vto	83	107005	54	0.6506
ddpheno	ino	961	166	108	0.6506
ino	poro	166	607	108	0.6506
apo	ddpheno	309	961	201	0.65049
chmo	mop	2908	3582	1891	0.65028
chmo	wbbt	2908	6763	1891	0.65028
efo	fypo	15540	7674	4990	0.65025
hsapdv	mp	243	13569	158	0.65021
maxo	ogms	1387	117	76	0.64957
agro	envo	772	3360	501	0.64896
bspo	psdo	139	74	48	0.64865
psdo	vt	74	3677	48	0.64865
bto	vto	6511	107005	4223	0.64859
maxo	to	1387	1606	899	0.64816
ddpheno	lbo	961	1108	622	0.64724
mco	vto	839	107005	543	0.6472
cro	icepo	81	51	33	0.64706
fypo	go	7674	43248	4962	0.6466
ddpheno	spd	961	757	489	0.64597
fbcv	to	1132	1606	731	0.64576
fbcv	symp	1132	897	578	0.64437
apo	hog	309	1176	199	0.64401
apo	mp	309	13569	199	0.64401
go	wbphenotype	43248	2633	1694	0.64337
cmo	mop	3025	3582	1946	0.64331
fao	vsmo	112	1902	72	0.64286
efo	zp	15540	36602	9985	0.64254
cteno	maxo	151	1387	97	0.64238
nomen	oarcs	260	307	167	0.64231
gsso	shareloc	9455	95	61	0.64211
ddpheno	vto	961	107005	617	0.64204
cro	vto	81	107005	52	0.64198
efo	maxo	15540	1387	889	0.64095
vto	wbls	107005	774	496	0.64083
maxo	omit	1387	89	57	0.64045
hog	to	1176	1606	753	0.64031
dermo	vto	3401	107005	2177	0.64011
go	pw	43248	2600	1664	0.64
chmo	vto	2908	107005	1861	0.63996
mp	zeco	13569	161	103	0.63975
cmo	vto	3025	107005	1935	0.63967
cryoem	po	111	1653	71	0.63964
planp	vto	673	107005	430	0.63893
mop	oba	3582	7787	2287	0.63847
ddanat	nomen	130	260	83	0.63846
go	nomen	43248	260	166	0.63846
nomen	vsmo	260	1902	166	0.63846
apo	olatdv	309	47	30	0.6383
oarcs	olatdv	307	47	30	0.6383
olatdv	phipo	47	920	30	0.6383
olatdv	uberon	47	14351	30	0.6383
ncro	vto	2543	107005	1622	0.63783
fao	one	112	69	44	0.63768
obi	sbo	3735	694	442	0.63689
cio	cro	44	81	28	0.63636
cio	symp	44	897	28	0.63636
lepao	maxo	132	1387	84	0.63636
hog	vto	1176	107005	748	0.63605
mmo	obi	695	3735	442	0.63597
fypo	hp	7674	16614	4880	0.63591
ma	vto	3230	107005	2054	0.63591
cteno	ddpheno	151	961	96	0.63576
omp	wbbt	2006	6763	1275	0.63559
uberon	vbo	14351	18556	9120	0.6355
lpt	oarcs	481	307	195	0.63518
uberon	vt	14351	3677	2335	0.63503
efo	plana	15540	646	410	0.63467
efo	nomen	15540	260	165	0.63462
